tagged text	entity type	term id
Trochus	-2	NCBI:315782
rugosus	-2	NCBI:1799495
Pleurobranchus	-2	NCBI:157720
Echinocyamus	-2	NCBI:337425
Tornatella	-2	NCBI:866074
Chiton	-2	NCBI:256107
Murex	-2	NCBI:57630
Crustacea	-2	NCBI:6657
Echinocyamus	-2	NCBI:337425
Cidaris	-2	NCBI:72718
Turritella	-2	NCBI:13736
Natica	-2	NCBI:208832
Emarginula	-2	NCBI:225312
Lottia	-2	NCBI:72691
Chiton	-2	NCBI:256107
shore	-27	ENVO:00000304
Ground	-27	ENVO:00001998
Asterina	-2	NCBI:7593
Asterina	-2	NCBI:859380
Cidaris	-2	NCBI:72718
Echinus	-2	NCBI:7647
Echinocyamus	-2	NCBI:337425
Myriapora truncata	-2	NCBI:475381
ringens	-2	NCBI:1291387
ringens	-2	NCBI:1417422
crassa	-2	NCBI:688987
Modiola	-2	NCBI:217318
Pecten	-2	NCBI:6578
Cardita	-2	NCBI:52615
squamosa	-2	NCBI:704607
shore	-27	ENVO:00000304
Ground	-27	ENVO:00001998
Venus	-2	NCBI:55714
Astarte	-2	NCBI:98290
Pecten	-2	NCBI:6578
fossil	-27	ENVO:00002164
abyssicola	-2	NCBI:83393
Modiola	-2	NCBI:217318
Hiatella arctica	-2	NCBI:120431
Cardita	-2	NCBI:52615
aculeata	-2	NCBI:7434
Astarte	-2	NCBI:98290
lima	-2	NCBI:102304
lima	-2	NCBI:178984
Turritella	-2	NCBI:13736
Venus	-2	NCBI:55714
Trochus	-2	NCBI:315782
tetragona	-2	NCBI:60908
sanguineus	-2	NCBI:230633
Murex	-2	NCBI:57630
Rissoa	-2	NCBI:195038
marav	-2	NCBI:1046251
gracilis	-25	BTO:0000536
fossil	-27	ENVO:00002164
Fissurella	-2	NCBI:315754
Cerithium	-2	NCBI:145869
lima	-2	NCBI:102304
lima	-2	NCBI:178984
Trochus	-2	NCBI:315782
pulla	-2	NCBI:344661
Caryophyllia	-2	NCBI:130052
Rissoa	-2	NCBI:195038
Echinocyamus	-2	NCBI:337425
Echinus	-2	NCBI:7647
Crustacea	-2	NCBI:6657
Natica	-2	NCBI:208832
Vee	-2	NCBI:11036
crassa	-2	NCBI:688987
shore	-27	ENVO:00000304
Nucula	-2	NCBI:47128
j striata	-2	NCBI:1188043
j striata	-2	NCBI:2038555
Poromya	-2	NCBI:228508
Hiatella	-2	NCBI:120430
rugosa	-2	NCBI:1673081
vitrea	-2	NCBI:145602
Rissoa	-2	NCBI:195038
Crania	-2	NCBI:317944
Crania	-25	BTO:0001295
ringens	-2	NCBI:1291387
ringens	-2	NCBI:1417422
vitrea	-2	NCBI:145602
Parthenia	-2	NCBI:35934
Dentalium	-2	NCBI:39427
fossil	-27	ENVO:00002164
fenestratus	-2	NCBI:120225
Limacina	-2	NCBI:220646
minota	-2	NCBI:1588560
Cidaris	-2	NCBI:72718
Cerithium	-2	NCBI:145869
lima	-2	NCBI:102304
lima	-2	NCBI:178984
Trochus	-2	NCBI:315782
sanguineus	-2	NCBI:230633
Rissoa	-2	NCBI:195038
Emarginula	-2	NCBI:225312
basin	-27	ENVO:00000291
Ground	-27	ENVO:00001998
ottia	-2	NCBI:2052955
Atlanta peronii	-2	NCBI:649068
Anomia	-2	NCBI:102290
Hyalea	-2	NCBI:145814
polymorpha	-2	NCBI:991903
clava	-2	NCBI:498517
crassa	-2	NCBI:688987
Pecten	-2	NCBI:6578
fenestratus	-2	NCBI:120225
Cidaris	-2	NCBI:72718
Echinus	-2	NCBI:7647
Nucula	-2	NCBI:47128
tetragona	-2	NCBI:60908
Balanus	-2	NCBI:6677
Balanus	-25	BTO:0003118
Serpula	-2	NCBI:249367
Serpula	-2	NCBI:29521
Serpula	-2	NCBI:80744
Foraminifera	-2	NCBI:29178
Kellia	-2	NCBI:32588
abyssicola	-2	NCBI:83393
Ligula	-2	NCBI:94844
Corigo	-2	NCBI:1141119
fossil	-27	ENVO:00002164
Murex	-2	NCBI:57630
coast	-27	ENVO:00000303
Cerithium	-2	NCBI:145869
lima	-2	NCBI:102304
lima	-2	NCBI:178984
ovatella	-2	NCBI:999268
shore	-27	ENVO:00000304
Ground	-27	ENVO:00001998
Dentalium	-2	NCBI:39427
utriculus	-2	NCBI:1340100
utriculus	-25	BTO:0001807
Carinaria	-2	NCBI:500093
Cork	-25	BTO:0003378
Elevation	-27	ENVO:00000176
Cork	-25	BTO:0003378
Cork	-25	BTO:0003378
GEAN	-2	NCBI:42229
shore	-27	ENVO:00000304
Ground	-27	ENVO:00001998
anise	-2	NCBI:40880
Atlanta peronii	-2	NCBI:649068
Limacina	-2	NCBI:220646
Hyalea	-2	NCBI:145814
clava	-2	NCBI:498517
Pecten	-2	NCBI:6578
striata	-25	BTO:0001311
Arca imbricata	-2	NCBI:121025
Nucula	-2	NCBI:47128
Ophiura	-2	NCBI:48547
abyssicola	-2	NCBI:83393
striata	-25	BTO:0001311
Brissus	-2	NCBI:32575
Serpula	-2	NCBI:249367
Serpula	-2	NCBI:29521
Serpula	-2	NCBI:80744
Crustacea	-2	NCBI:6657
Ditrupa	-2	NCBI:344924
Kellia	-2	NCBI:32588
abyssicola	-2	NCBI:83393
fossil	-27	ENVO:00002164
abbreviata	-2	NCBI:2017972
Ligula	-2	NCBI:94844
fossil	-27	ENVO:00002164
Ground	-27	ENVO:00001998
sandy	-27	ENVO:01000017
Pecten	-2	NCBI:6578
Dentalium	-2	NCBI:39427
Hyalea	-2	NCBI:145814
cornea	-25	BTO:0000286
crassa	-2	NCBI:688987
Poromya	-2	NCBI:228508
clava	-2	NCBI:498517
Kellia	-2	NCBI:32588
abyssicola	-2	NCBI:83393
fossil	-27	ENVO:00002164
striata	-25	BTO:0001311
Limacina	-2	NCBI:220646
abbreviata	-2	NCBI:2017972
Peracle	-2	NCBI:649080
Crania	-2	NCBI:317944
Crania	-25	BTO:0001295
Foraminifera	-2	NCBI:29178
ringens	-2	NCBI:1291387
ringens	-2	NCBI:1417422
carapace	-25	BTO:0001701
fossil	-27	ENVO:00002164
Rissoa	-2	NCBI:195038
Parthenia	-2	NCBI:35934
Cerithium	-2	NCBI:145869
lima	-2	NCBI:102304
lima	-2	NCBI:178984
shore	-27	ENVO:00000304
Scissurella	-2	NCBI:315776
Peracle	-2	NCBI:649080
vitrea	-2	NCBI:145602
Ligula	-2	NCBI:94844
Arcaimbricata	-2	NCBI:121025
Dentalium	-2	NCBI:39427
Serpula	-2	NCBI:249367
Serpula	-2	NCBI:29521
Serpula	-2	NCBI:80744
Mollusca	-2	NCBI:6447
pellucida	-25	BTO:0003448
testa	-25	BTO:0001227
canal	-27	ENVO:00000014
Peracle	-2	NCBI:649080
pellucida	-25	BTO:0003448
Lycia	-2	NCBI:104487
Lycia	-2	NCBI:24646
larva	-25	BTO:0000707
Mollusca	-2	NCBI:6447
NuDIBRANCHIA	-2	NCBI:70849
aurata	-2	NCBI:8174
Goniodoris	-2	NCBI:71307
Littoral	-27	ENVO:00000303
Littoral	-27	ENVO:00000316
Goniodoris	-2	NCBI:71307
Goniodoris	-2	NCBI:71307
fascia	-25	BTO:0002930
PLEUROBRANCHUS	-2	NCBI:157720
Pleurobranchus	-2	NCBI:157720
lanceolata	-2	NCBI:185814
P. oblongus	-2	NCBI:1357724
P. oblongus	-2	NCBI:183651
P. oblongus	-2	NCBI:202124
P. oblongus	-2	NCBI:215599
P. oblongus	-2	NCBI:302175
P. oblongus	-2	NCBI:425483
P. oblongus	-2	NCBI:509849
Pleurobranchus	-2	NCBI:157720
sponges	-2	NCBI:6040
Pleurobranchus	-2	NCBI:157720
Codium tomentosum	-2	NCBI:713099
Pleurobranchus	-2	NCBI:157720
Aplysia	-2	NCBI:6499
saltator	-2	NCBI:58204
Icarus	-2	NCBI:1905740
Aplysia	-2	NCBI:6499
Icarus	-2	NCBI:1905740
pellucida	-25	BTO:0003448
alata	-2	NCBI:135884
alata	-2	NCBI:1869444
alata	-2	NCBI:321034
alata	-2	NCBI:45677
alata	-2	NCBI:58810
alata	-2	NCBI:63223
striata	-25	BTO:0001311
testa	-25	BTO:0001227
convoluta	-2	NCBI:31269
striata	-25	BTO:0001311
testa	-25	BTO:0001227
columella	-2	NCBI:265221
striata	-25	BTO:0001311
striata	-25	BTO:0001311
striata	-25	BTO:0001311
testa	-25	BTO:0001227
columella	-2	NCBI:265221
Patelloidea	-2	NCBI:146277
Acoma	-2	NCBI:1542200
PATELLOIDEA	-2	NCBI:146277
Lottia	-2	NCBI:72691
testa	-25	BTO:0001227
Chiton	-2	NCBI:256107
Dentalium	-2	NCBI:39427
striata	-25	BTO:0001311
testa	-25	BTO:0001227
testa	-25	BTO:0001227
Lycia	-2	NCBI:104487
Lycia	-2	NCBI:24646
PartHenia	-2	NCBI:35934
Parthenia	-2	NCBI:35934
P. testa	-2	NCBI:2013409
pellucida	-25	BTO:0003448
columella	-2	NCBI:265221
recta	-25	BTO:0001158
Lycia	-2	NCBI:104487
Lycia	-2	NCBI:24646
Parthenia	-2	NCBI:35934
turris	-2	NCBI:439603
P. testa	-2	NCBI:2013409
aciculata	-2	NCBI:105390
pellucida	-25	BTO:0003448
recta	-25	BTO:0001158
Parthenia	-2	NCBI:35934
P. testa	-2	NCBI:2013409
fascia	-25	BTO:0002930
Lycia	-2	NCBI:104487
Lycia	-2	NCBI:24646
Parthenia	-2	NCBI:35934
P. testa	-2	NCBI:2013409
Rissoa	-2	NCBI:195038
Rissoa	-2	NCBI:195038
testa	-25	BTO:0001227
Lycia	-2	NCBI:104487
Lycia	-2	NCBI:24646
Smyrna	-2	NCBI:311131
Rissoa	-2	NCBI:195038
ovatella	-2	NCBI:999268
testa	-25	BTO:0001227
columella	-2	NCBI:265221
recta	-25	BTO:0001158
Rissoa	-2	NCBI:195038
testa	-25	BTO:0001227
testa	-25	BTO:0001227
Turritella	-2	NCBI:13736
testa	-25	BTO:0001227
Vermetus	-2	NCBI:766168
cornea	-25	BTO:0000286
pellucida	-25	BTO:0003448
testa	-25	BTO:0001227
Lycia	-2	NCBI:104487
Lycia	-2	NCBI:24646
Trochus	-2	NCBI:315782
conoidea	-2	NCBI:37797
testa	-25	BTO:0001227
Trochus	-2	NCBI:315782
conoidea	-2	NCBI:37797
testa	-25	BTO:0001227
columella	-2	NCBI:265221
Lycia	-2	NCBI:104487
Lycia	-2	NCBI:24646
Persea	-2	NCBI:3434
Trochus	-2	NCBI:315782
spratti	-2	NCBI:178071
spratti	-2	NCBI:196074
spratti	-2	NCBI:351435
testa	-25	BTO:0001227
Lycia	-2	NCBI:104487
Lycia	-2	NCBI:24646
Smyrna	-2	NCBI:311131
Trochus	-2	NCBI:315782
testa	-25	BTO:0001227
Lycia	-2	NCBI:104487
Lycia	-2	NCBI:24646
Cerithium	-2	NCBI:145869
turgida	-2	NCBI:435940
abyssicola	-2	NCBI:83393
fallax	-2	NCBI:67875
fascia	-25	BTO:0002930
lanceolata	-2	NCBI:185814
fascia	-25	BTO:0002930
testa	-25	BTO:0001227
Lycia	-2	NCBI:104487
Lycia	-2	NCBI:24646
fascia	-25	BTO:0002930
testa	-25	BTO:0001227
lanceolata	-2	NCBI:185814
Lycia	-2	NCBI:104487
Lycia	-2	NCBI:24646
Murex	-2	NCBI:57630
Murex	-2	NCBI:57630
testA	-25	BTO:0001227
Nassa	-2	NCBI:1196687
Nassa	-2	NCBI:6484
Nassa	-2	NCBI:1196687
Nassa	-2	NCBI:6484
fascia	-25	BTO:0002930
testA	-25	BTO:0001227
fascia	-25	BTO:0002930
lanceolata	-2	NCBI:185814
testa	-25	BTO:0001227
fascia	-25	BTO:0002930
testa	-25	BTO:0001227
Naxia	-2	NCBI:399042
fascia	-25	BTO:0002930
lanceolata	-2	NCBI:185814
testA	-25	BTO:0001227
TorNATELLA	-2	NCBI:866074
Tornatella	-2	NCBI:866074
testA	-25	BTO:0001227
Lycia	-2	NCBI:104487
Lycia	-2	NCBI:24646
Naxia	-2	NCBI:399042
Tornatella	-2	NCBI:866074
columella	-2	NCBI:265221
LAMELLIBRANCHIATA	-2	NCBI:6544
Thracia	-2	NCBI:228489
Ligula	-2	NCBI:94844
candida	-2	NCBI:1535326
candida	-2	NCBI:5475
pellucida	-25	BTO:0003448
lanceolata	-2	NCBI:185814
abbreviata	-2	NCBI:2017972
Poromya	-2	NCBI:228508
Poromya	-2	NCBI:228508
Kellia	-2	NCBI:32588
abyssicola	-2	NCBI:83393
candida	-2	NCBI:1535326
candida	-2	NCBI:5475
Kellia	-2	NCBI:32588
pellucida	-25	BTO:0003448
Kellia	-2	NCBI:32588
testa	-25	BTO:0001227
AstarTe	-2	NCBI:98290
Astarte	-2	NCBI:98290
striata	-25	BTO:0001311
testA	-25	BTO:0001227
Nucula	-2	NCBI:47128
Pecten	-2	NCBI:6578
Pecten	-2	NCBI:6578
fenestratus	-2	NCBI:120225
Pecten	-2	NCBI:6578
P. testa	-2	NCBI:2013409
pellucida	-25	BTO:0003448
pellucida	-25	BTO:0003448
testa	-25	BTO:0001227
striata	-25	BTO:0001311
Lycia	-2	NCBI:104487
Lycia	-2	NCBI:24646
Limatula	-2	NCBI:182171
candida	-2	NCBI:1535326
candida	-2	NCBI:5475
ovati	-2	NCBI:666060
testa	-25	BTO:0001227
tali	-25	BTO:0002354
GEAN	-2	NCBI:42229
Limatula	-2	NCBI:182171
crassa	-2	NCBI:688987
crassa	-2	NCBI:688987
testa	-25	BTO:0001227
Lycia	-2	NCBI:104487
Lycia	-2	NCBI:24646
Mollusca	-2	NCBI:6447
Helix	-2	NCBI:6534
Rissoa	-2	NCBI:195038
HMelania	-2	NCBI:79632
Parthenia	-2	NCBI:35934
Rissoa	-2	NCBI:195038
Rissoa	-2	NCBI:195038
Rissoa	-2	NCBI:195038
striata	-25	BTO:0001311
Murex	-2	NCBI:57630
gracilis	-25	BTO:0000536
Murex	-2	NCBI:57630
Murex	-2	NCBI:57630
Ligula	-2	NCBI:94844
Lutraria	-2	NCBI:457844
Bornia	-2	NCBI:1411932
Kellia suborbicularis	-2	NCBI:1421129
Lyonsia	-2	NCBI:120441
Pandorina	-2	NCBI:33098
striata	-25	BTO:0001311
Venus	-2	NCBI:55714
Venus	-2	NCBI:55714
Venus	-2	NCBI:55714
Venus	-2	NCBI:55714
Venus fasciata	-2	NCBI:380098
Modiola	-2	NCBI:217318
Cork	-25	BTO:0003378
Archipelago	-27	ENVO:00000220
shores	-27	ENVO:00000304
Fishes	-2	NCBI:117565
Fishes	-2	NCBI:117569
Fishes	-2	NCBI:118072
Fishes	-2	NCBI:7777
Fishes	-2	NCBI:7878
Fishes	-2	NCBI:7898
Fossil	-27	ENVO:00002164
mirabilis	-2	NCBI:3537
iti	-2	NCBI:106778
Esox	-2	NCBI:8009
microlepidotus	-2	NCBI:875788
Diplacanthus	-2	NCBI:315627
Diplacanthus	-2	NCBI:315627
Diplacanthus	-2	NCBI:315627
Crustaceans	-2	NCBI:6657
fossil	-27	ENVO:00002164
Fishes	-2	NCBI:117565
Fishes	-2	NCBI:117569
Fishes	-2	NCBI:118072
Fishes	-2	NCBI:7777
Fishes	-2	NCBI:7878
Fishes	-2	NCBI:7898
Palpi	-25	BTO:0001747
Mollusca	-2	NCBI:6447
FISHES	-2	NCBI:117565
FISHES	-2	NCBI:117569
FISHES	-2	NCBI:118072
FISHES	-2	NCBI:7777
FISHES	-2	NCBI:7878
FISHES	-2	NCBI:7898
FOSSIL	-27	ENVO:00002164
microlepidotus	-2	NCBI:875788
ness	-27	ENVO:00000305
Uragus	-2	NCBI:179410
hydrophilus	-2	NCBI:136726
hydrophilus	-2	NCBI:415099
macrocephalus	-2	NCBI:1964431
macrocephalus	-2	NCBI:237221
leptopterus	-2	NCBI:125298
subulatus	-2	NCBI:1978111
iti	-2	NCBI:106778
heterogyrus	-2	NCBI:1241482
tuberculatus	-2	NCBI:133114
Colei	-2	NCBI:587658
Jonesii	-2	NCBI:1505195
Orthacanthus	-2	NCBI:1987031
iti	-2	NCBI:106778
rugosus	-2	NCBI:1799495
rugosus	-2	NCBI:1799495
iti	-2	NCBI:106778
Jonesii	-2	NCBI:1505195
FISHES	-2	NCBI:117565
FISHES	-2	NCBI:117569
FISHES	-2	NCBI:118072
FISHES	-2	NCBI:7777
FISHES	-2	NCBI:7878
FISHES	-2	NCBI:7898
pectinatus	-2	NCBI:864
serratus	-2	NCBI:1956351
mirabilis	-2	NCBI:3537
alatus	-2	NCBI:1397761
alatus	-2	NCBI:150901
alatus	-2	NCBI:2015635
alatus	-2	NCBI:272790
alatus	-2	NCBI:385267
alatus	-2	NCBI:41734
alatus	-2	NCBI:45677
alatus	-2	NCBI:8177
Diplodus	-2	NCBI:38940
Diplodus	-2	NCBI:38940
Eurynotus	-2	NCBI:2053805
Eurynotus	-2	NCBI:2053805
rugosus	-2	NCBI:1799495
maxillaris	-2	NCBI:1150289
maxillaris	-2	NCBI:123382
maxillaris	-2	NCBI:137681
maxillaris	-2	NCBI:1553570
maxillaris	-2	NCBI:175126
conidens	-2	NCBI:1772064
lepturus	-2	NCBI:110891
glaphyrus	-2	NCBI:702049
longissimus	-25	BTO:0001648
macrophthalmus	-2	NCBI:53300
Railway	-27	ENVO:00000065
FISHES	-2	NCBI:117565
FISHES	-2	NCBI:117569
FISHES	-2	NCBI:118072
FISHES	-2	NCBI:7777
FISHES	-2	NCBI:7878
FISHES	-2	NCBI:7898
iti	-2	NCBI:106778
emarginatus	-2	NCBI:1544439
emarginatus	-2	NCBI:179535
emarginatus	-2	NCBI:1844771
emarginatus	-2	NCBI:1895112
emarginatus	-2	NCBI:315862
emarginatus	-2	NCBI:601059
cliff	-27	ENVO:00000087
C. bicornis	-2	NCBI:1225554
C. bicornis	-2	NCBI:1261524
C. bicornis	-2	NCBI:1266872
C. bicornis	-2	NCBI:271488
C. bicornis	-2	NCBI:382508
C. bicornis	-2	NCBI:979847
mouth	-25	BTO:0001090
serratus	-2	NCBI:1956351
A. ornatissimus	-2	NCBI:1131934
iti	-2	NCBI:106778
iti	-2	NCBI:106778
H. incurvus	-2	NCBI:121067
H. crassus	-2	NCBI:1254500
H. crassus	-2	NCBI:129005
H. crassus	-2	NCBI:795345
H. crassus	-2	NCBI:932501
iti	-2	NCBI:106778
iti	-2	NCBI:106778
Hirudo	-2	NCBI:6420
polyprion	-2	NCBI:112727
FISHES	-2	NCBI:117565
FISHES	-2	NCBI:117569
FISHES	-2	NCBI:118072
FISHES	-2	NCBI:7777
FISHES	-2	NCBI:7878
FISHES	-2	NCBI:7898
Arthropterus	-2	NCBI:63892
dolichognatha	-2	NCBI:473138
emarginata	-2	NCBI:1056867
emarginata	-2	NCBI:1093978
emarginata	-2	NCBI:1387110
emarginata	-2	NCBI:1706460
emarginata	-2	NCBI:1743195
emarginata	-2	NCBI:183836
emarginata	-2	NCBI:1914875
emarginata	-2	NCBI:28955
emarginata	-2	NCBI:446436
emarginata	-2	NCBI:507821
emarginata	-2	NCBI:521148
emarginata	-2	NCBI:640493
emarginata	-2	NCBI:931510
emarginata	-2	NCBI:93363
emarginata	-2	NCBI:979698
Johnsonii	-2	NCBI:1096481
mouth	-25	BTO:0001090
Colei	-2	NCBI:587658
neglecta	-2	NCBI:1924105
Colei	-2	NCBI:587658
confluens	-2	NCBI:425962
Centrolepis	-2	NCBI:98866
macrostomus	-2	NCBI:1713957
Cyprinus	-2	NCBI:7961
rugosus	-2	NCBI:1799495
tuberculatus	-2	NCBI:133114
L. maximus	-2	NCBI:10154
L. maximus	-2	NCBI:146086
L. maximus	-2	NCBI:202590
leptocephalus	-2	NCBI:556253
polyodon	-2	NCBI:7912
Pachycormus	-2	NCBI:289737
Pachycormus	-2	NCBI:289737
Pachycormus	-2	NCBI:289737
gracilis	-25	BTO:0000536
gracilis	-25	BTO:0000536
Pachycormus	-2	NCBI:289737
Pachycormus	-2	NCBI:289737
Pachycormus	-2	NCBI:289737
Pachycormus	-2	NCBI:289737
Pachycormus	-2	NCBI:289737
macrurus	-2	NCBI:68520
FISHES	-2	NCBI:117565
FISHES	-2	NCBI:117569
FISHES	-2	NCBI:118072
FISHES	-2	NCBI:7777
FISHES	-2	NCBI:7878
FISHES	-2	NCBI:7898
Colei	-2	NCBI:587658
gracilis	-25	BTO:0000536
macrophthalmus	-2	NCBI:53300
Ctenolepis	-2	NCBI:309177
mirabilis	-2	NCBI:3537
Buf	-2	NCBI:495283
microdon	-2	NCBI:115291
microdon	-2	NCBI:133371
Microdon	-2	NCBI:115291
Microdon	-2	NCBI:133371
Microdon	-2	NCBI:115291
Microdon	-2	NCBI:133371
microdon	-2	NCBI:115291
microdon	-2	NCBI:133371
iti	-2	NCBI:106778
Plain	-27	ENVO:00000086
Strebla	-2	NCBI:339828
tek	-25	CLDB:0004502
microdon	-2	NCBI:115291
microdon	-2	NCBI:133371
iti	-2	NCBI:106778
pectinatus	-2	NCBI:864
Galeus	-2	NCBI:77913
Aix	-2	NCBI:8831
Plain	-27	ENVO:00000086
Lamna	-2	NCBI:7848
iti	-2	NCBI:106778
Lamna	-2	NCBI:7848
Squalus	-2	NCBI:7796
Aix	-2	NCBI:8831
Lamna	-2	NCBI:7848
Odontaspis	-2	NCBI:57988
Squalus	-2	NCBI:7796
rhaphiodon	-2	NCBI:42581
rhaphiodon	-2	NCBI:986269
Lamna	-2	NCBI:7848
Odontaspis	-2	NCBI:57988
punctulatus	-2	NCBI:795087
coast	-27	ENVO:00000303
Plants	-2	NCBI:3193
Plants	-25	BTO:0001481
Cuttings	-27	ENVO:00000474
Railway	-27	ENVO:00000065
Fishes	-2	NCBI:117565
Fishes	-2	NCBI:117569
Fishes	-2	NCBI:118072
Fishes	-2	NCBI:7777
Fishes	-2	NCBI:7878
Fishes	-2	NCBI:7898
Fossil	-27	ENVO:00002164
Coasts	-27	ENVO:00000303
Fossil	-27	ENVO:00002164
Shells	-25	BTO:0004659
Amia	-2	NCBI:7923
Aix	-2	NCBI:8831
ensis	-2	NCBI:6586
Beryx	-2	NCBI:88662
Zeus	-2	NCBI:64107
Beryx	-2	NCBI:88662
Beryx	-2	NCBI:88662
Esox	-2	NCBI:8009
Tetrapterus	-2	NCBI:13718
boops	-2	NCBI:36218
Salmo	-2	NCBI:8028
wardii	-2	NCBI:1200266
Crag	-27	ENVO:00000089
Crag	-27	ENVO:00000481
Glyphis	-2	NCBI:297884
Glyphis	-2	NCBI:496087
Carcharodon	-2	NCBI:13396
Carcharodon	-2	NCBI:13396
Carcharias	-2	NCBI:30500
macrotus	-2	NCBI:9418
Lamna	-2	NCBI:7848
Lamna	-2	NCBI:7848
Odontaspis	-2	NCBI:57988
Lamna	-2	NCBI:7848
Odontaspis	-2	NCBI:57988
Odontaspis	-2	NCBI:57988
Crag	-27	ENVO:00000089
Crag	-27	ENVO:00000481
Pristis	-2	NCBI:362149
Pristis	-2	NCBI:55130
Pristis	-2	NCBI:362149
Pristis	-2	NCBI:55130
Pristis	-2	NCBI:362149
Pristis	-2	NCBI:55130
Crag	-27	ENVO:00000089
Crag	-27	ENVO:00000481
Crag	-27	ENVO:00000089
Crag	-27	ENVO:00000481
latidens	-2	NCBI:556918
FISHES	-2	NCBI:117565
FISHES	-2	NCBI:117569
FISHES	-2	NCBI:118072
FISHES	-2	NCBI:7777
FISHES	-2	NCBI:7878
FISHES	-2	NCBI:7898
Oweni	-2	NCBI:495425
Acipenser	-2	NCBI:7901
Glyptocephalus	-2	NCBI:34818
Crag	-27	ENVO:00000089
Crag	-27	ENVO:00000481
Platax	-2	NCBI:75031
Tetrapterus	-2	NCBI:13718
maxillaris	-2	NCBI:1150289
maxillaris	-2	NCBI:123382
maxillaris	-2	NCBI:137681
maxillaris	-2	NCBI:1553570
maxillaris	-2	NCBI:175126
Megalops	-2	NCBI:7931
Rhinocephalus	-2	NCBI:439330
Fossil	-27	ENVO:00002164
Elephas	-2	NCBI:9782
temperate	-27	ENVO:01000206
tropical	-2	NCBI:928838
tropical	-27	ENVO:01000204
Elephants	-2	NCBI:9779
Elephants	-2	NCBI:9780
Rhinoceroses	-2	NCBI:9803
Elephants	-2	NCBI:9779
Elephants	-2	NCBI:9780
tropical	-2	NCBI:928838
tropical	-27	ENVO:01000204
fossils	-27	ENVO:00002164
Rhinoceros	-2	NCBI:9808
tamus	-2	NCBI:4672
fossils	-27	ENVO:00002164
Ocean	-27	ENVO:00000015
Ocean	-27	ENVO:01000048
fossils	-27	ENVO:00002164
fossil	-27	ENVO:00002164
gravel	-27	ENVO:01000018
tusk	-2	NCBI:81638
elephant	-2	NCBI:9783
elephant	-2	NCBI:9785
elephant	-2	NCBI:99490
molars	-25	BTO:0001759
loam	-27	ENVO:00002258
elephant	-2	NCBI:9783
elephant	-2	NCBI:9785
elephant	-2	NCBI:99490
fossils	-27	ENVO:00002164
Hippopotamus	-2	NCBI:9832
Hippopotamus	-2	NCBI:9833
Rhinoceros	-2	NCBI:9808
fossil	-27	ENVO:00002164
Elephant	-2	NCBI:9783
Elephant	-2	NCBI:9785
Elephant	-2	NCBI:99490
FOSSIL	-27	ENVO:00002164
MAMMALIA	-2	NCBI:40674
Elephants	-2	NCBI:9779
Elephants	-2	NCBI:9780
Elephants	-2	NCBI:9779
Elephants	-2	NCBI:9780
fossil	-27	ENVO:00002164
Elephant	-2	NCBI:9783
Elephant	-2	NCBI:9785
Elephant	-2	NCBI:99490
fossil	-27	ENVO:00002164
skull	-25	BTO:0001295
tubercle	-25	BTO:0002173
channel	-27	ENVO:00000395
jaw	-25	BTO:0001749
Elephants	-2	NCBI:9779
Elephants	-2	NCBI:9780
skull	-25	BTO:0001295
jaw	-25	BTO:0001749
Mammoth	-2	NCBI:37348
Mammoth	-2	NCBI:37349
jaw	-25	BTO:0001749
jaw	-25	BTO:0001749
Asiatic Elephant	-2	NCBI:9783
Mammoths	-2	NCBI:37348
alveoli	-25	BTO:0000060
jaw	-25	BTO:0001749
Elephant	-2	NCBI:9783
Elephant	-2	NCBI:9785
Elephant	-2	NCBI:99490
fossil	-27	ENVO:00002164
tooth	-25	BTO:0000397
tooth	-25	BTO:0000397
Asiatic Elephant	-2	NCBI:9783
molars	-25	BTO:0001759
African Elephant	-2	NCBI:9784
African Elephant	-2	NCBI:9785
African Elephant	-2	NCBI:99490
Mammoth	-2	NCBI:37348
Mammoth	-2	NCBI:37349
Elephant	-2	NCBI:9783
Elephant	-2	NCBI:9785
Elephant	-2	NCBI:99490
fossil	-27	ENVO:00002164
molars	-25	BTO:0001759
fossil	-27	ENVO:00002164
molars	-25	BTO:0001759
Indian Elephant	-2	NCBI:9783
tooth	-25	BTO:0000397
enamel	-25	BTO:0001844
molars	-25	BTO:0001759
Elephants	-2	NCBI:9779
Elephants	-2	NCBI:9780
African Elephant	-2	NCBI:9784
African Elephant	-2	NCBI:9785
African Elephant	-2	NCBI:99490
Asiatic Elephant	-2	NCBI:9783
molars	-25	BTO:0001759
Elephant	-2	NCBI:9783
Elephant	-2	NCBI:9785
Elephant	-2	NCBI:99490
Mammoth	-2	NCBI:37348
Mammoth	-2	NCBI:37349
fossil	-27	ENVO:00002164
Asiatic Elephant	-2	NCBI:9783
fossils	-27	ENVO:00002164
fossil	-27	ENVO:00002164
coast	-27	ENVO:00000303
Mammoth	-2	NCBI:37348
Mammoth	-2	NCBI:37349
summits	-27	ENVO:00000480
Mammoth	-2	NCBI:37348
Mammoth	-2	NCBI:37349
Elephant	-2	NCBI:9783
Elephant	-2	NCBI:9785
Elephant	-2	NCBI:99490
Mammoth	-2	NCBI:37348
Mammoth	-2	NCBI:37349
molars	-25	BTO:0001759
Mammoth	-2	NCBI:37348
Mammoth	-2	NCBI:37349
Elephant	-2	NCBI:9783
Elephant	-2	NCBI:9785
Elephant	-2	NCBI:99490
Mammoths	-2	NCBI:37348
